"","X.1","X","atnd_experience","ambiente","ambiente_aberta","Food_Quality","novo_diferente","denovo_manter","mudanca_notavel","flag_cliente_novo","Date_Time","mes","dia_semana","hora"
"270",270,270,"comente","estacionamento","A iluminação suave e as cores harmoniosas do espaço.",3,"","as sobremesas são maravilhosas, nunca mudem","Agora há mais opções de vinhos e coquetéis no cardápio.",1,2023-12-29 17:00:00,12,"sexta-feira",17
"271",271,271,"gente boa","acessibilidade","A limpeza e organização do local foram impecáveis.",5,"Mais variedade de cervejas artesanais.","facil acesso","A música ambiente mudou e agora está mais agradável.",0,2023-12-09 10:00:00,12,"sábado",10
"272",272,272,"comente","conforto","",2,"Mais variedade de cervejas artesanais.","adorei o milkshake, tem sabores diferentes, voltaria só por ele","O tempo de espera pela comida diminuiu significativamente.",0,2023-11-27 03:00:00,11,"segunda-feira",3
"273",273,273,"habilidosos","estacionamento","O estilo moderno e acolhedor do interior.",4,"Seria melhor se o restaurante aceitasse reservas online.","as sobremesas são maravilhosas, nunca mudem","",1,2023-12-08 04:00:00,12,"sexta-feira",4
"274",274,274,"habilidosos","acessibilidade","",3,"Gostaria de ver opções de pratos veganos no menu.","","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",1,2023-12-29 07:00:00,12,"sexta-feira",7
"275",275,275,"tem atencao","temperatura","",4,"","banheiros cheirosos","",1,2023-11-12 07:00:00,11,"domingo",7
"276",276,276,"gente boa","acessibilidade","O estilo moderno e acolhedor do interior.",4,"Uma noite temática por semana seria interessante.","organização do ambiente","O tempo de espera pela comida diminuiu significativamente.",0,2023-12-27 12:00:00,12,"quarta-feira",12
"277",277,277,"organização","estacionamento","O estilo moderno e acolhedor do interior.",2,"","as sobremesas são maravilhosas, nunca mudem","A música ambiente mudou e agora está mais agradável.",1,2023-11-16 19:00:00,11,"quinta-feira",19
"278",278,278,"gente boa","acessibilidade","O estilo moderno e acolhedor do interior.",1,"Espero que o tempo de espera para ser atendido seja menor.","o milkshake, eu viria só por ele","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",0,2023-11-23 22:00:00,11,"quinta-feira",22
"279",279,279,"habilidosos","instagramavel","O sorriso e a simpatia dos funcionários.",1,"Seria melhor se o restaurante aceitasse reservas online.","as sobremesas são maravilhosas, nunca mudem","O restaurante está com uma decoração nova, muito mais moderna e convidativa.",0,2023-12-02 12:00:00,12,"sábado",12
"280",280,280,"gente boa","conforto","O sorriso e a simpatia dos funcionários.",4,"Mais variedade de cervejas artesanais.","o milkshake, eu viria só por ele","",1,2023-11-02 18:00:00,11,"quinta-feira",18
"281",281,281,"gente boa","instagramavel","O estilo moderno e acolhedor do interior.",5,"Uma noite temática por semana seria interessante.","organização do ambiente","",0,2023-11-21 06:00:00,11,"terça-feira",6
"282",282,282,"gente boa","temperatura","",5,"Preferiria que houvesse mais opções de bebidas não alcoólicas.","facil acesso","",0,2023-11-06 16:00:00,11,"segunda-feira",16
"283",283,283,"organização","estacionamento","",3,"Preferiria que houvesse mais opções de bebidas não alcoólicas.","","",1,2023-11-02 02:00:00,11,"quinta-feira",2
"284",284,284,"gente boa","instagramavel","A música ambiente estava perfeita, não muito alta nem muito baixa.",4,"","as sobremesas são maravilhosas, nunca mudem","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",0,2023-11-24 03:00:00,11,"sexta-feira",3
"285",285,285,"tem atencao","conforto","",1,"","o milkshake, eu viria só por ele","As porções estão maiores, o que é ótimo para o preço que pagamos.",0,2023-11-12 19:00:00,11,"domingo",19
"286",286,286,"organização","temperatura","A música ambiente estava perfeita, não muito alta nem muito baixa.",4,"Gostaria de ver opções de pratos veganos no menu.","facil acesso","Os preços estão mais acessíveis, o que me surpreendeu positivamente.",1,2023-11-08 19:00:00,11,"quarta-feira",19
"287",287,287,"organização","estacionamento","",5,"","","Os preços estão mais acessíveis, o que me surpreendeu positivamente.",0,2023-11-09,11,"quinta-feira",0
"288",288,288,"gente boa","estacionamento","A música ambiente estava perfeita, não muito alta nem muito baixa.",4,"","adorei o milkshake, tem sabores diferentes, voltaria só por ele","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",0,2023-12-29 11:00:00,12,"sexta-feira",11
"289",289,289,"habilidosos","estacionamento","A iluminação suave e as cores harmoniosas do espaço.",4,"Seria melhor se o restaurante aceitasse reservas online.","adorei o milkshake, tem sabores diferentes, voltaria só por ele","As porções estão maiores, o que é ótimo para o preço que pagamos.",0,2023-11-21 02:00:00,11,"terça-feira",2
"290",290,290,"comente","temperatura","",4,"Poderiam melhorar a acústica do local para reduzir o ruído.","","",0,2023-11-15 18:00:00,11,"quarta-feira",18
"291",291,291,"habilidosos","temperatura","A limpeza e organização do local foram impecáveis.",3,"Seria ótimo ter uma área para crianças brincarem.","facil acesso","Agora há mais opções de vinhos e coquetéis no cardápio.",0,2023-11-14 18:00:00,11,"terça-feira",18
"292",292,292,"comente","temperatura","A limpeza e organização do local foram impecáveis.",4,"Poderiam melhorar a acústica do local para reduzir o ruído.","","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",0,2023-11-27 15:00:00,11,"segunda-feira",15
"293",293,293,"habilidosos","acessibilidade","O estilo moderno e acolhedor do interior.",2,"","","O restaurante está com uma decoração nova, muito mais moderna e convidativa.",0,2023-12-22 23:00:00,12,"sexta-feira",23
"294",294,294,"tem atencao","temperatura","O estilo moderno e acolhedor do interior.",5,"Gostaria que o cardápio tivesse mais fotos dos pratos.","lugar arrumado","",0,2023-11-07 22:00:00,11,"terça-feira",22
"295",295,295,"comente","instagramavel","A iluminação suave e as cores harmoniosas do espaço.",4,"","adorei o milkshake, tem sabores diferentes, voltaria só por ele","Os preços estão mais acessíveis, o que me surpreendeu positivamente.",1,2023-12-07 21:00:00,12,"quinta-feira",21
"296",296,296,"comente","acessibilidade","",4,"","","Os preços estão mais acessíveis, o que me surpreendeu positivamente.",0,2023-11-09 08:00:00,11,"quinta-feira",8
"297",297,297,"gente boa","acessibilidade","A música ambiente estava perfeita, não muito alta nem muito baixa.",1,"","","Agora há mais opções de vinhos e coquetéis no cardápio.",0,2023-11-26 21:00:00,11,"domingo",21
"298",298,298,"organização","conforto","",5,"Seria ótimo ter uma área para crianças brincarem.","organização do ambiente","O tempo de espera pela comida diminuiu significativamente.",1,2023-12-10 10:00:00,12,"domingo",10
"299",299,299,"organização","acessibilidade","A música ambiente estava perfeita, não muito alta nem muito baixa.",5,"","lugar arrumado","O tempo de espera pela comida diminuiu significativamente.",0,2023-11-12 03:00:00,11,"domingo",3
"300",300,300,"comente","conforto","O sorriso e a simpatia dos funcionários.",4,"Seria melhor se o restaurante aceitasse reservas online.","adorei o milkshake, tem sabores diferentes, voltaria só por ele","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",1,2023-11-27 13:00:00,11,"segunda-feira",13
"301",301,301,"habilidosos","instagramavel","A limpeza e organização do local foram impecáveis.",4,"Gostaria que o cardápio tivesse mais fotos dos pratos.","","O restaurante está com uma decoração nova, muito mais moderna e convidativa.",1,2023-11-07 11:00:00,11,"terça-feira",11
"302",302,302,"gente boa","estacionamento","",4,"","adorei o milkshake, tem sabores diferentes, voltaria só por ele","Notei que o menu foi atualizado com mais opções saudáveis.",0,2023-12-20 18:00:00,12,"quarta-feira",18
"303",303,303,"habilidosos","acessibilidade","",4,"Seria melhor se o restaurante aceitasse reservas online.","lugar arrumado","As porções estão maiores, o que é ótimo para o preço que pagamos.",0,2023-11-08 19:00:00,11,"quarta-feira",19
"304",304,304,"habilidosos","estacionamento","",4,"","facil acesso","Notei que o menu foi atualizado com mais opções saudáveis.",1,2023-12-01 10:00:00,12,"sexta-feira",10
"305",305,305,"organização","conforto","A limpeza e organização do local foram impecáveis.",4,"Gostaria de ver opções de pratos veganos no menu.","lugar arrumado","",0,2023-12-01 04:00:00,12,"sexta-feira",4
"306",306,306,"habilidosos","conforto","",2,"","banheiros cheirosos","O tempo de espera pela comida diminuiu significativamente.",1,2023-11-26 01:00:00,11,"domingo",1
"307",307,307,"habilidosos","temperatura","O estilo moderno e acolhedor do interior.",3,"Adoraria ver mais opções de sobremesas sem glúten.","banheiros cheirosos","",0,2023-11-01 12:00:00,11,"quarta-feira",12
"308",308,308,"organização","estacionamento","A limpeza e organização do local foram impecáveis.",2,"Seria ótimo ter uma área para crianças brincarem.","","O restaurante está com uma decoração nova, muito mais moderna e convidativa.",0,2023-12-30 16:00:00,12,"sábado",16
"309",309,309,"habilidosos","instagramavel","O estilo moderno e acolhedor do interior.",5,"Mais variedade de cervejas artesanais.","","Agora há mais opções de vinhos e coquetéis no cardápio.",0,2023-12-16 05:00:00,12,"sábado",5
"310",310,310,"tem atencao","conforto","",4,"Seria ótimo ter uma área para crianças brincarem.","","Notei que o menu foi atualizado com mais opções saudáveis.",0,2023-11-17 15:00:00,11,"sexta-feira",15
"311",311,311,"comente","temperatura","",2,"Mais variedade de cervejas artesanais.","","",1,2023-11-22 07:00:00,11,"quarta-feira",7
"312",312,312,"organização","instagramavel","",3,"","o milkshake, eu viria só por ele","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",1,2023-11-26 12:00:00,11,"domingo",12
"313",313,313,"gente boa","conforto","A música ambiente estava perfeita, não muito alta nem muito baixa.",4,"","as sobremesas são maravilhosas, nunca mudem","",0,2023-12-01 21:00:00,12,"sexta-feira",21
"314",314,314,"comente","estacionamento","O sorriso e a simpatia dos funcionários.",3,"Gostaria de ver opções de pratos veganos no menu.","","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",0,2023-11-22 21:00:00,11,"quarta-feira",21
"315",315,315,"organização","instagramavel","O sorriso e a simpatia dos funcionários.",3,"","organização do ambiente","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",0,2023-11-24 09:00:00,11,"sexta-feira",9
"316",316,316,"gente boa","conforto","",2,"","o milkshake, eu viria só por ele","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",0,2023-11-22 09:00:00,11,"quarta-feira",9
"317",317,317,"comente","acessibilidade","",2,"Adoraria ver mais opções de sobremesas sem glúten.","facil acesso","Está mais organizado, especialmente a área de espera por mesas.",0,2023-12-28 01:00:00,12,"quinta-feira",1
"318",318,318,"organização","conforto","O estilo moderno e acolhedor do interior.",3,"Seria melhor se o restaurante aceitasse reservas online.","adorei o milkshake, tem sabores diferentes, voltaria só por ele","Está mais organizado, especialmente a área de espera por mesas.",0,2023-11-12 20:00:00,11,"domingo",20
"319",319,319,"tem atencao","conforto","O estilo moderno e acolhedor do interior.",5,"","facil acesso","Agora há mais opções de vinhos e coquetéis no cardápio.",0,2023-12-25 11:00:00,12,"segunda-feira",11
"320",320,320,"habilidosos","acessibilidade","A limpeza e organização do local foram impecáveis.",3,"","","O tempo de espera pela comida diminuiu significativamente.",1,2023-12-01 21:00:00,12,"sexta-feira",21
"321",321,321,"habilidosos","estacionamento","",2,"","o milkshake, eu viria só por ele","Notei que o menu foi atualizado com mais opções saudáveis.",0,2023-11-22 20:00:00,11,"quarta-feira",20
"322",322,322,"comente","instagramavel","A limpeza e organização do local foram impecáveis.",5,"","lugar arrumado","Os preços estão mais acessíveis, o que me surpreendeu positivamente.",0,2023-12-06 12:00:00,12,"quarta-feira",12
"323",323,323,"habilidosos","temperatura","O sorriso e a simpatia dos funcionários.",2,"Preferiria que houvesse mais opções de bebidas não alcoólicas.","","Os preços estão mais acessíveis, o que me surpreendeu positivamente.",0,2023-12-02 11:00:00,12,"sábado",11
"324",324,324,"comente","conforto","O sorriso e a simpatia dos funcionários.",4,"Mais variedade de cervejas artesanais.","lugar arrumado","As porções estão maiores, o que é ótimo para o preço que pagamos.",0,2023-11-07 19:00:00,11,"terça-feira",19
"325",325,325,"tem atencao","acessibilidade","A limpeza e organização do local foram impecáveis.",2,"Preferiria que houvesse mais opções de bebidas não alcoólicas.","organização do ambiente","",0,2023-11-21 09:00:00,11,"terça-feira",9
"326",326,326,"comente","estacionamento","O sorriso e a simpatia dos funcionários.",2,"","adorei o milkshake, tem sabores diferentes, voltaria só por ele","",0,2023-12-05 02:00:00,12,"terça-feira",2
"327",327,327,"habilidosos","conforto","",4,"Adoraria ver mais opções de sobremesas sem glúten.","adorei o milkshake, tem sabores diferentes, voltaria só por ele","O tempo de espera pela comida diminuiu significativamente.",0,2023-12-04 13:00:00,12,"segunda-feira",13
"328",328,328,"habilidosos","conforto","",4,"Mais variedade de cervejas artesanais.","as sobremesas são maravilhosas, nunca mudem","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",0,2023-12-10 06:00:00,12,"domingo",6
"329",329,329,"gente boa","temperatura","",3,"Adoraria ver mais opções de sobremesas sem glúten.","","",0,2023-11-26 02:00:00,11,"domingo",2
"330",330,330,"organização","estacionamento","O sorriso e a simpatia dos funcionários.",2,"","organização do ambiente","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",0,2023-12-15 02:00:00,12,"sexta-feira",2
"331",331,331,"habilidosos","temperatura","A música ambiente estava perfeita, não muito alta nem muito baixa.",4,"Gostaria de ver opções de pratos veganos no menu.","o milkshake, eu viria só por ele","",0,2023-11-28 03:00:00,11,"terça-feira",3
"332",332,332,"gente boa","instagramavel","",2,"","banheiros cheirosos","Notei que o menu foi atualizado com mais opções saudáveis.",0,2023-12-14 16:00:00,12,"quinta-feira",16
"333",333,333,"tem atencao","conforto","O sorriso e a simpatia dos funcionários.",5,"Mais variedade de cervejas artesanais.","","Os preços estão mais acessíveis, o que me surpreendeu positivamente.",0,2023-12-30 03:00:00,12,"sábado",3
"334",334,334,"gente boa","temperatura","O estilo moderno e acolhedor do interior.",1,"Adoraria ver mais opções de sobremesas sem glúten.","","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",1,2023-12-14 22:00:00,12,"quinta-feira",22
"335",335,335,"tem atencao","temperatura","O sorriso e a simpatia dos funcionários.",3,"Seria melhor se o restaurante aceitasse reservas online.","organização do ambiente","Notei que o menu foi atualizado com mais opções saudáveis.",1,2023-12-22 21:00:00,12,"sexta-feira",21
"336",336,336,"organização","acessibilidade","A música ambiente estava perfeita, não muito alta nem muito baixa.",1,"Mais variedade de cervejas artesanais.","adorei o milkshake, tem sabores diferentes, voltaria só por ele","Os preços estão mais acessíveis, o que me surpreendeu positivamente.",0,2023-11-05 07:00:00,11,"domingo",7
"337",337,337,"gente boa","estacionamento","",2,"","banheiros cheirosos","Os preços estão mais acessíveis, o que me surpreendeu positivamente.",0,2023-11-20 23:00:00,11,"segunda-feira",23
"338",338,338,"organização","estacionamento","O sorriso e a simpatia dos funcionários.",2,"Seria melhor se o restaurante aceitasse reservas online.","adorei o milkshake, tem sabores diferentes, voltaria só por ele","Está mais organizado, especialmente a área de espera por mesas.",0,2023-11-10 19:00:00,11,"sexta-feira",19
"339",339,339,"comente","instagramavel","A limpeza e organização do local foram impecáveis.",2,"","facil acesso","A música ambiente mudou e agora está mais agradável.",0,2023-12-11 20:00:00,12,"segunda-feira",20
"340",340,340,"habilidosos","acessibilidade","A música ambiente estava perfeita, não muito alta nem muito baixa.",3,"","adorei o milkshake, tem sabores diferentes, voltaria só por ele","A música ambiente mudou e agora está mais agradável.",1,2023-12-22 06:00:00,12,"sexta-feira",6
"341",341,341,"gente boa","acessibilidade","O sorriso e a simpatia dos funcionários.",4,"","as sobremesas são maravilhosas, nunca mudem","Os preços estão mais acessíveis, o que me surpreendeu positivamente.",0,2023-11-03 05:00:00,11,"sexta-feira",5
"342",342,342,"comente","estacionamento","A limpeza e organização do local foram impecáveis.",4,"Seria ótimo ter uma área para crianças brincarem.","adorei o milkshake, tem sabores diferentes, voltaria só por ele","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",1,2023-12-14 13:00:00,12,"quinta-feira",13
"343",343,343,"tem atencao","instagramavel","A limpeza e organização do local foram impecáveis.",1,"Preferiria que houvesse mais opções de bebidas não alcoólicas.","lugar arrumado","Agora há mais opções de vinhos e coquetéis no cardápio.",0,2023-12-25 14:00:00,12,"segunda-feira",14
"344",344,344,"organização","estacionamento","",4,"","","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",1,2023-12-13 18:00:00,12,"quarta-feira",18
"345",345,345,"tem atencao","acessibilidade","",3,"Poderiam melhorar a acústica do local para reduzir o ruído.","adorei o milkshake, tem sabores diferentes, voltaria só por ele","",0,2023-12-20 01:00:00,12,"quarta-feira",1
"346",346,346,"tem atencao","conforto","",3,"","adorei o milkshake, tem sabores diferentes, voltaria só por ele","Agora há mais opções de vinhos e coquetéis no cardápio.",0,2023-12-25 07:00:00,12,"segunda-feira",7
"347",347,347,"comente","acessibilidade","",3,"","","O restaurante está com uma decoração nova, muito mais moderna e convidativa.",0,2023-12-21 04:00:00,12,"quinta-feira",4
"348",348,348,"gente boa","instagramavel","O estilo moderno e acolhedor do interior.",5,"","facil acesso","A música ambiente mudou e agora está mais agradável.",0,2023-12-09 03:00:00,12,"sábado",3
"349",349,349,"habilidosos","estacionamento","",3,"Espero que o tempo de espera para ser atendido seja menor.","","Está mais organizado, especialmente a área de espera por mesas.",0,2023-11-06 12:00:00,11,"segunda-feira",12
"350",350,350,"comente","temperatura","A música ambiente estava perfeita, não muito alta nem muito baixa.",4,"Espero que o tempo de espera para ser atendido seja menor.","organização do ambiente","As porções estão maiores, o que é ótimo para o preço que pagamos.",0,2023-12-26 08:00:00,12,"terça-feira",8
"351",351,351,"tem atencao","conforto","A limpeza e organização do local foram impecáveis.",1,"","organização do ambiente","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",0,2023-11-21 05:00:00,11,"terça-feira",5
"352",352,352,"organização","temperatura","O estilo moderno e acolhedor do interior.",3,"Espero que o tempo de espera para ser atendido seja menor.","facil acesso","",0,2023-11-07 20:00:00,11,"terça-feira",20
"353",353,353,"organização","acessibilidade","",4,"","","",0,2023-11-09 07:00:00,11,"quinta-feira",7
"354",354,354,"comente","temperatura","",5,"Gostaria de ver opções de pratos veganos no menu.","","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",0,2023-11-06 01:00:00,11,"segunda-feira",1
"355",355,355,"tem atencao","conforto","A música ambiente estava perfeita, não muito alta nem muito baixa.",2,"Mais variedade de cervejas artesanais.","o milkshake, eu viria só por ele","Está mais organizado, especialmente a área de espera por mesas.",0,2023-11-20 21:00:00,11,"segunda-feira",21
"356",356,356,"habilidosos","acessibilidade","A música ambiente estava perfeita, não muito alta nem muito baixa.",2,"","facil acesso","",0,2023-12-04 12:00:00,12,"segunda-feira",12
"357",357,357,"gente boa","instagramavel","A iluminação suave e as cores harmoniosas do espaço.",3,"Mais variedade de cervejas artesanais.","","",0,2023-12-21 14:00:00,12,"quinta-feira",14
"358",358,358,"tem atencao","acessibilidade","A limpeza e organização do local foram impecáveis.",2,"Adoraria ver mais opções de sobremesas sem glúten.","facil acesso","",0,2023-12-19 05:00:00,12,"terça-feira",5
"359",359,359,"habilidosos","conforto","A limpeza e organização do local foram impecáveis.",4,"Espero que o tempo de espera para ser atendido seja menor.","as sobremesas são maravilhosas, nunca mudem","Está mais organizado, especialmente a área de espera por mesas.",0,2023-12-21 15:00:00,12,"quinta-feira",15
"360",360,360,"organização","acessibilidade","O estilo moderno e acolhedor do interior.",1,"Poderiam melhorar a acústica do local para reduzir o ruído.","o milkshake, eu viria só por ele","O tempo de espera pela comida diminuiu significativamente.",0,2023-11-01 09:00:00,11,"quarta-feira",9
"361",361,361,"habilidosos","estacionamento","A música ambiente estava perfeita, não muito alta nem muito baixa.",1,"","lugar arrumado","",0,2023-12-26 17:00:00,12,"terça-feira",17
"362",362,362,"habilidosos","conforto","",4,"","facil acesso","",1,2023-12-06 20:00:00,12,"quarta-feira",20
"363",363,363,"habilidosos","conforto","A música ambiente estava perfeita, não muito alta nem muito baixa.",5,"","adorei o milkshake, tem sabores diferentes, voltaria só por ele","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",0,2023-11-26 13:00:00,11,"domingo",13
"364",364,364,"gente boa","temperatura","A limpeza e organização do local foram impecáveis.",5,"Seria ótimo ter uma área para crianças brincarem.","as sobremesas são maravilhosas, nunca mudem","Agora há mais opções de vinhos e coquetéis no cardápio.",0,2023-11-20 07:00:00,11,"segunda-feira",7
"365",365,365,"habilidosos","acessibilidade","",2,"Seria melhor se o restaurante aceitasse reservas online.","","Está mais organizado, especialmente a área de espera por mesas.",0,2023-11-04 09:00:00,11,"sábado",9
"366",366,366,"gente boa","estacionamento","A iluminação suave e as cores harmoniosas do espaço.",1,"Gostaria de ver opções de pratos veganos no menu.","banheiros cheirosos","",1,2023-12-15 10:00:00,12,"sexta-feira",10
"367",367,367,"comente","temperatura","A iluminação suave e as cores harmoniosas do espaço.",2,"","banheiros cheirosos","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",0,2023-11-26 23:00:00,11,"domingo",23
"368",368,368,"habilidosos","instagramavel","A iluminação suave e as cores harmoniosas do espaço.",5,"","adorei o milkshake, tem sabores diferentes, voltaria só por ele","Notei que o menu foi atualizado com mais opções saudáveis.",1,2023-12-26 08:00:00,12,"terça-feira",8
"369",369,369,"comente","temperatura","O sorriso e a simpatia dos funcionários.",2,"","","",0,2023-12-02 01:00:00,12,"sábado",1
"370",370,370,"organização","estacionamento","",2,"","lugar arrumado","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",0,2023-12-18 22:00:00,12,"segunda-feira",22
"371",371,371,"tem atencao","instagramavel","",5,"Adoraria ver mais opções de sobremesas sem glúten.","banheiros cheirosos","Está mais organizado, especialmente a área de espera por mesas.",1,2023-11-14 08:00:00,11,"terça-feira",8
"372",372,372,"habilidosos","acessibilidade","",2,"Espero que o tempo de espera para ser atendido seja menor.","","As porções estão maiores, o que é ótimo para o preço que pagamos.",0,2023-11-01 06:00:00,11,"quarta-feira",6
"373",373,373,"organização","temperatura","",3,"Preferiria que houvesse mais opções de bebidas não alcoólicas.","banheiros cheirosos","",0,2023-11-16 01:00:00,11,"quinta-feira",1
"374",374,374,"habilidosos","estacionamento","A limpeza e organização do local foram impecáveis.",4,"Seria ótimo ter uma área para crianças brincarem.","facil acesso","O restaurante está com uma decoração nova, muito mais moderna e convidativa.",0,2023-12-17 19:00:00,12,"domingo",19
"375",375,375,"habilidosos","temperatura","A limpeza e organização do local foram impecáveis.",5,"Uma noite temática por semana seria interessante.","","Agora há mais opções de vinhos e coquetéis no cardápio.",0,2023-11-05 05:00:00,11,"domingo",5
"376",376,376,"gente boa","estacionamento","O sorriso e a simpatia dos funcionários.",4,"","as sobremesas são maravilhosas, nunca mudem","O tempo de espera pela comida diminuiu significativamente.",0,2023-11-11 21:00:00,11,"sábado",21
"377",377,377,"comente","acessibilidade","A música ambiente estava perfeita, não muito alta nem muito baixa.",5,"Seria ótimo ter uma área para crianças brincarem.","","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",0,2023-12-23 01:00:00,12,"sábado",1
"378",378,378,"gente boa","conforto","",2,"","lugar arrumado","Agora há mais opções de vinhos e coquetéis no cardápio.",0,2023-11-04 11:00:00,11,"sábado",11
"379",379,379,"gente boa","conforto","O sorriso e a simpatia dos funcionários.",3,"Uma noite temática por semana seria interessante.","organização do ambiente","",0,2023-12-15 07:00:00,12,"sexta-feira",7
"380",380,380,"comente","estacionamento","O estilo moderno e acolhedor do interior.",5,"Gostaria que o cardápio tivesse mais fotos dos pratos.","facil acesso","O tempo de espera pela comida diminuiu significativamente.",1,2023-11-15 05:00:00,11,"quarta-feira",5
"381",381,381,"habilidosos","temperatura","O sorriso e a simpatia dos funcionários.",4,"Seria melhor se o restaurante aceitasse reservas online.","","A música ambiente mudou e agora está mais agradável.",1,2023-12-29 06:00:00,12,"sexta-feira",6
"382",382,382,"comente","instagramavel","",2,"","adorei o milkshake, tem sabores diferentes, voltaria só por ele","",1,2023-11-02 07:00:00,11,"quinta-feira",7
"383",383,383,"gente boa","estacionamento","A música ambiente estava perfeita, não muito alta nem muito baixa.",1,"Seria melhor se o restaurante aceitasse reservas online.","","O restaurante está com uma decoração nova, muito mais moderna e convidativa.",0,2023-12-27 05:00:00,12,"quarta-feira",5
"384",384,384,"tem atencao","conforto","",1,"","banheiros cheirosos","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",0,2023-12-07 05:00:00,12,"quinta-feira",5
"385",385,385,"comente","temperatura","A limpeza e organização do local foram impecáveis.",4,"","o milkshake, eu viria só por ele","O tempo de espera pela comida diminuiu significativamente.",0,2023-12-07 19:00:00,12,"quinta-feira",19
"386",386,386,"habilidosos","acessibilidade","",3,"","o milkshake, eu viria só por ele","A música ambiente mudou e agora está mais agradável.",0,2023-12-07 07:00:00,12,"quinta-feira",7
"387",387,387,"habilidosos","acessibilidade","A música ambiente estava perfeita, não muito alta nem muito baixa.",2,"Gostaria que o cardápio tivesse mais fotos dos pratos.","","Os preços estão mais acessíveis, o que me surpreendeu positivamente.",1,2023-12-25 19:00:00,12,"segunda-feira",19
"388",388,388,"tem atencao","instagramavel","",5,"Espero que o tempo de espera para ser atendido seja menor.","as sobremesas são maravilhosas, nunca mudem","O tempo de espera pela comida diminuiu significativamente.",0,2023-11-04 14:00:00,11,"sábado",14
"389",389,389,"tem atencao","estacionamento","A limpeza e organização do local foram impecáveis.",2,"Seria melhor se o restaurante aceitasse reservas online.","","Os preços estão mais acessíveis, o que me surpreendeu positivamente.",0,2023-12-01 12:00:00,12,"sexta-feira",12
"390",390,390,"comente","conforto","",5,"","lugar arrumado","A qualidade do serviço melhorou muito, os garçons estão mais atenciosos.",1,2023-12-06 22:00:00,12,"quarta-feira",22
"391",391,391,"comente","conforto","A música ambiente estava perfeita, não muito alta nem muito baixa.",1,"Gostaria que o cardápio tivesse mais fotos dos pratos.","","Agora há mais opções de vinhos e coquetéis no cardápio.",0,2023-11-23 19:00:00,11,"quinta-feira",19
"392",392,392,"tem atencao","conforto","O sorriso e a simpatia dos funcionários.",4,"Seria ótimo ter uma área para crianças brincarem.","organização do ambiente","A música ambiente mudou e agora está mais agradável.",0,2023-11-13 22:00:00,11,"segunda-feira",22
"393",393,393,"organização","conforto","",2,"Seria melhor se o restaurante aceitasse reservas online.","as sobremesas são maravilhosas, nunca mudem","",0,2023-12-01 12:00:00,12,"sexta-feira",12
"394",394,394,"comente","instagramavel","A iluminação suave e as cores harmoniosas do espaço.",2,"Seria melhor se o restaurante aceitasse reservas online.","as sobremesas são maravilhosas, nunca mudem","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",0,2023-12-23 09:00:00,12,"sábado",9
"395",395,395,"organização","temperatura","O estilo moderno e acolhedor do interior.",4,"Seria melhor se o restaurante aceitasse reservas online.","as sobremesas são maravilhosas, nunca mudem","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",0,2023-12-01 08:00:00,12,"sexta-feira",8
"396",396,396,"comente","temperatura","A música ambiente estava perfeita, não muito alta nem muito baixa.",3,"","banheiros cheirosos","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",0,2023-12-14 17:00:00,12,"quinta-feira",17
"397",397,397,"tem atencao","instagramavel","A música ambiente estava perfeita, não muito alta nem muito baixa.",3,"Seria ótimo ter uma área para crianças brincarem.","organização do ambiente","Percebi que o restaurante está usando ingredientes mais frescos e de melhor qualidade.",0,2023-11-13 12:00:00,11,"segunda-feira",12
"398",398,398,"habilidosos","estacionamento","O estilo moderno e acolhedor do interior.",5,"","as sobremesas são maravilhosas, nunca mudem","Agora há mais opções de vinhos e coquetéis no cardápio.",0,2023-11-14 18:00:00,11,"terça-feira",18
